asv	sum.taxonomy	identificationRemarks
3601	asv.3601	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Osmeriformes;f__Salangidae;g__Salangichthys;s__Salangichthys_ishikawae, confidences 1;0.93;0.6;0.31;0;0;0;0. No VSEARCH hits at 0.97 identity.
3602	asv.3602	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Stylommatophora;f__Pyramidulidae;g__Pyramidula;s__Pyramidula_pusilla, confidences 1;0.92;0.17;0.17;0.07;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.
3603	asv.3603	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Chaetodontiformes;f__Chaetodontidae;g__Chaetodon;s__Chaetodon_speculum, confidences 1;0.98;0.8;0.35;0;0;0;0. No VSEARCH hits at 0.97 identity.
3604	asv.3604	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Sciuridae;g__Petinomys;s__Petinomys_setosus, confidences 1;0.94;0.56;0.09;0.04;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
3605	asv.3605	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Rhacophoridae;g__Zhangixalus;s__Zhangixalus_moltrechti, confidences 1;0.92;0.81;0.3;0.3;0.17;0.17;0.17. No VSEARCH hits at 0.97 identity.
3606	asv.3606	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Homalopsidae;g__Fordonia;s__Fordonia_leucobalia, confidences 1;0.98;0.83;0.17;0.17;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
3607	asv.3607	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Leptodactylidae;g__Leptodactylus;s__Leptodactylus_mystaceus, confidences 1;0.92;0.66;0.08;0.07;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.
3608	asv.3608	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Echinodermata;c__Asteroidea;o__Paxillosida;f__Astropectinidae;g__Astropecten;s__Astropecten_articulatus, confidences 1;1;0.09;0.09;0.05;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
3609	asv.3609	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Nemacheilidae;g__Triplophysa;s__Triplophysa_venusta, confidences 1;0.89;0.72;0.26;0.12;0.12;0.12;0.11. No VSEARCH hits at 0.97 identity.
3610	asv.3610	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Nemacheilidae;g__Triplophysa;s__Triplophysa_venusta, confidences 1;0.87;0.6;0.3;0.1;0.09;0.09;0.09. No VSEARCH hits at 0.97 identity.
3611	asv.3611	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__undef_Eukaryota;p__Euglenozoa;c__Kinetoplastea;o__Trypanosomatida;f__Trypanosomatidae;g__Trypanosoma;s__Trypanosoma_brucei, confidences 1;0.02;0.02;0.02;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
3612	asv.3612	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Eulipotyphla;f__Soricidae;g__Anourosorex;s__Anourosorex_squamipes, confidences 1;0.95;0.75;0.26;0.08;0.08;0.08;0.06. No VSEARCH hits at 0.97 identity.
3613	asv.3613	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Chiroptera;f__Pteropodidae;g__Pteropus;s__Pteropus_alecto, confidences 1;0.89;0.78;0.07;0.03;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.
3614	asv.3614	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Echinodermata;c__Asteroidea;o__Valvatida;f__Goniasteridae;g__Goniodiscaster;s__Goniodiscaster_scaber, confidences 1;0.83;0.05;0.05;0.05;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.
3615	asv.3615	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Eulipotyphla;f__Soricidae;g__Sylvisorex;s__Sylvisorex_johnstoni, confidences 1;0.87;0.62;0.11;0.08;0.08;0.08;0.08. No VSEARCH hits at 0.97 identity.
3616	asv.3616	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__undef_Mammalia;f__Tenrecidae;g__Geogale;s__Geogale_aurita, confidences 1;0.86;0.75;0.27;0.04;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
3617	asv.3617	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Echinodermata;c__Asteroidea;o__Valvatida;f__Goniasteridae;g__Goniodiscaster;s__Goniodiscaster_scaber, confidences 1;0.9;0.06;0.06;0.06;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.
3618	asv.3618	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Scincidae;g__Mesoscincus;s__Mesoscincus_managuae, confidences 1;0.97;0.79;0.19;0.19;0.14;0.02;0.02. No VSEARCH hits at 0.97 identity.
3619	asv.3619	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Laetisaria;s__Laetisaria_fuciformis, confidences 1;0.21;0.16;0.16;0.07;0.07;0.03;0.03. No VSEARCH hits at 0.97 identity.
3620	asv.3620	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gekkonidae;g__Crossobamon;s__Crossobamon_orientalis, confidences 1;0.95;0.79;0.24;0.24;0.11;0.05;0.05. No VSEARCH hits at 0.97 identity.
3621	asv.3621	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Nemacheilidae;g__Triplophysa;s__Triplophysa_venusta, confidences 1;0.91;0.64;0.23;0.1;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.
3622	asv.3622	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Cebidae;g__Leontopithecus;s__Leontopithecus_rosalia, confidences 1;0.9;0.8;0.16;0.06;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.
3623	asv.3623	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Fringillidae;g__Crithagra;s__Crithagra_concolor, confidences 1;0.91;0.71;0.22;0.15;0.13;0.13;0.13. No VSEARCH hits at 0.97 identity.
3624	asv.3624	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Phylloscopidae;g__Phylloscopus;s__Phylloscopus_grammiceps, confidences 1;1;0.92;0.12;0.07;0.07;0.07;0.04. No VSEARCH hits at 0.97 identity.
3625	asv.3625	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Cnidaria;c__Hydrozoa;o__Siphonophorae;f__Agalmatidae;g__Nanomia;s__Nanomia_bijuga, confidences 0.99;0.91;0.04;0;0;0;0;0. No VSEARCH hits at 0.97 identity.
3626	asv.3626	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Caudata;f__Plethodontidae;g__Desmognathus;s__Desmognathus_aeneus, confidences 1;0.88;0.59;0.06;0.03;0.03;0.03;0.02. No VSEARCH hits at 0.97 identity.
3627	asv.3627	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Strigiformes;f__Strigidae;g__Bubo;s__Bubo_virginianus, confidences 1;0.78;0.64;0.19;0.18;0.18;0.18;0.18. No VSEARCH hits at 0.97 identity.
3628	asv.3628	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Lophiiformes;f__Melanocetidae;g__Melanocetus;s__Melanocetus_johnsonii, confidences 1;0.98;0.7;0.33;0.05;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.
3629	asv.3629	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Doradidae;g__Anduzedoras;s__Anduzedoras_oxyrhynchus, confidences 1;0.96;0.74;0.18;0.06;0.06;0;0. No VSEARCH hits at 0.97 identity.
3630	asv.3630	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Glandirana;s__Glandirana_minima, confidences 1;0.79;0.59;0.14;0.14;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
3631	asv.3631	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Rhinella;s__Rhinella_arborescandens, confidences 1;0.97;0.75;0.15;0.15;0.06;0.06;0.05. No VSEARCH hits at 0.97 identity.
3632	asv.3632	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Fringillidae;g__Crithagra;s__Crithagra_concolor, confidences 1;0.93;0.88;0.16;0.14;0.14;0.14;0.09. No VSEARCH hits at 0.97 identity.
3633	asv.3633	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Branchiopoda;o__Diplostraca;f__Daphniidae;g__Daphnia;s__Daphnia_longiremis, confidences 1;0.99;0.11;0.11;0.1;0.1;0.1;0.08. No VSEARCH hits at 0.97 identity.
3634	asv.3634	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Hemiptera;f__Veliidae;g__Rhagovelia;s__Rhagovelia_amazonensis, confidences 1;0.95;0.27;0.11;0.06;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
3635	asv.3635	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Gadiformes;f__Macrouridae;g__Coryphaenoides;s__Coryphaenoides_marshalli, confidences 1;0.96;0.67;0.22;0.05;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
3636	asv.3636	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gekkonidae;g__Crossobamon;s__Crossobamon_orientalis, confidences 1;0.83;0.63;0.22;0.22;0.12;0.06;0.06. No VSEARCH hits at 0.97 identity.
3637	asv.3637	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Scincidae;g__Grandidierina;s__Grandidierina_fierinensis, confidences 1;0.95;0.73;0.2;0.2;0.17;0.04;0.04. No VSEARCH hits at 0.97 identity.
3638	asv.3638	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gerrhosauridae;g__Zonosaurus;s__Zonosaurus_maximus, confidences 1;0.91;0.63;0.16;0.16;0.09;0.09;0.09. No VSEARCH hits at 0.97 identity.
3639	asv.3639	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Hemiptera;f__Veliidae;g__Microvelia;s__Microvelia_paludicola, confidences 1;0.97;0.23;0.15;0.07;0.06;0.05;0.05. No VSEARCH hits at 0.97 identity.
3640	asv.3640	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Myctophiformes;f__Myctophidae;g__Myctophum;s__Myctophum_punctatum, confidences 1;0.99;0.83;0.48;0.06;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.
3641	asv.3641	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Cantharellaceae;g__Cantharellus;s__Cantharellus_alboroseus, confidences 1;0.13;0.04;0.04;0.04;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
3642	asv.3642	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Limnodynastidae;g__Lechriodus;s__Lechriodus_fletcheri, confidences 1;0.98;0.9;0.26;0.26;0.13;0.13;0.13. No VSEARCH hits at 0.97 identity.
3643	asv.3643	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__undef_Chordata;o__Testudines;f__Testudinidae;g__Kinixys;s__Kinixys_belliana, confidences 1;0.94;0.69;0.05;0.05;0.05;0.03;0.03. No VSEARCH hits at 0.97 identity.
3644	asv.3644	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Characiformes;f__Anostomidae;g__Megaleporinus;s__Megaleporinus_elongatus, confidences 1;0.96;0.76;0.4;0.06;0.05;0.05;0.03. No VSEARCH hits at 0.97 identity.
3645	asv.3645	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Abrocomidae;g__Cuscomys;s__Cuscomys_ashaninka, confidences 1;0.97;0.81;0.16;0.07;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
3646	asv.3646	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Galliformes;f__Odontophoridae;g__Callipepla;s__Callipepla_californica, confidences 1;0.92;0.66;0.08;0.02;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.
3647	asv.3647	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Anguilliformes;f__Moringuidae;g__Moringua;s__Moringua_edwardsi, confidences 1;0.98;0.79;0.35;0.06;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
3648	asv.3648	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Bivalvia;o__Mytiloida;f__Mytilidae;g__Lithophaga;s__Lithophaga_lithophaga, confidences 1;0.97;0.14;0.02;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
3649	asv.3649	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Trochida;f__Trochidae;g__Stomatolina;s__Stomatolina_angulata, confidences 1;0.9;0.12;0.11;0.07;0.07;0.07;0.07. No VSEARCH hits at 0.97 identity.
3650	asv.3650	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Clupeidae;g__Clupeonella;s__Clupeonella_cultriventris, confidences 1;0.91;0.79;0.14;0.07;0.06;0.04;0.04. No VSEARCH hits at 0.97 identity.
3651	asv.3651	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Bivalvia;o__Pterioida;f__Pteriidae;g__Pteria;s__Pteria_hirundo, confidences 1;0.89;0.15;0.08;0.08;0.08;0.08;0.08. No VSEARCH hits at 0.97 identity.
3652	asv.3652	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Chaetodontiformes;f__Chaetodontidae;g__Chaetodon;s__Chaetodon_speculum, confidences 1;0.97;0.74;0.35;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
3653	asv.3653	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Branchiopoda;o__Diplostraca;f__Daphniidae;g__Daphnia;s__Daphnia_longiremis, confidences 1;0.99;0.12;0.1;0.09;0.09;0.09;0.06. No VSEARCH hits at 0.97 identity.
3654	asv.3654	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Rhinella;s__Rhinella_arborescandens, confidences 1;0.91;0.76;0.2;0.2;0.05;0.05;0.04. No VSEARCH hits at 0.97 identity.
3655	asv.3655	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Stylommatophora;f__Hygromiidae;g__Trochulus;s__Trochulus_villosus, confidences 1;0.88;0.09;0.08;0.04;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.
3656	asv.3656	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Annelida;c__Clitellata;o__Hirudinida;f__Piscicolidae;g__Notostomum;s__Notostomum_laeve, confidences 1;0.84;0.01;0.01;0.01;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.
3657	asv.3657	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__undef_Eukaryota;p__Euglenozoa;c__Kinetoplastea;o__Trypanosomatida;f__Trypanosomatidae;g__Trypanosoma;s__Trypanosoma_brucei, confidences 1;0.01;0.01;0.01;0.01;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.
3658	asv.3658	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Steinernematidae;g__Steinernema;s__Steinernema_litorale, confidences 1;0.96;0.09;0.09;0.09;0.09;0.09;0.09. No VSEARCH hits at 0.97 identity.
3659	asv.3659	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Pomacentridae;g__Stegastes;s__Stegastes_fuscus, confidences 1;1;0.97;0.93;0.71;0.69;0.67;0.15. No VSEARCH hits at 0.97 identity.
3660	asv.3660	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Homalopsidae;g__Cerberus;s__Cerberus_rynchops, confidences 1;0.92;0.68;0.1;0.1;0.07;0.06;0.06. No VSEARCH hits at 0.97 identity.
3661	asv.3661	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Rhacophoridae;g__Zhangixalus;s__Zhangixalus_moltrechti, confidences 1;0.9;0.74;0.17;0.17;0.08;0.06;0.06. No VSEARCH hits at 0.97 identity.
3662	asv.3662	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Rhacophoridae;g__Rohanixalus;s__Rohanixalus_vittatus, confidences 1;0.93;0.78;0.2;0.2;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
3663	asv.3663	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Myctophiformes;f__Myctophidae;g__Myctophum;s__Myctophum_punctatum, confidences 1;0.91;0.71;0.37;0.05;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.
