asv	sum.taxonomy	identificationRemarks
1578	asv.1578	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Ciconiiformes;f__Ciconiidae;g__Ciconia;s__Ciconia_maguari, confidences 1;0.99;0.77;0.17;0.02;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.
1579	asv.1579	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Bothidae;g__Grammatobothus;s__Grammatobothus_polyophthalmus, confidences 1;0.9;0.81;0.36;0.03;0.02;0.01;0.01. No VSEARCH hits at 0.97 identity.
1580	asv.1580	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Arachnida;o__Araneae;f__Nemesiidae;g__Iberesia;s__Iberesia_machadoi, confidences 1;0.99;0.02;0.02;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
1581	asv.1581	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Stylommatophora;f__Bradybaenidae;g__Mandarina;s__Mandarina_hirasei, confidences 1;0.96;0.13;0.1;0.1;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.
1582	asv.1582	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Phylloscopidae;g__Phylloscopus;s__Phylloscopus_occipitalis, confidences 1;0.9;0.73;0.04;0.01;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.
1583	asv.1583	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Chiroptera;f__Pteropodidae;g__Lissonycteris;s__Lissonycteris_angolensis, confidences 1;0.92;0.89;0.16;0.12;0.1;0.02;0.02. No VSEARCH hits at 0.97 identity.
1584	asv.1584	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Trichonotidae;g__Trichonotus;s__Trichonotus_setiger, confidences 1;0.98;0.82;0.4;0.1;0.08;0.08;0.08. No VSEARCH hits at 0.97 identity.
1585	asv.1585	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Arachnida;o__Araneae;f__Nemesiidae;g__Iberesia;s__Iberesia_machadoi, confidences 1;0.98;0.03;0.02;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
1586	asv.1586	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Lorisidae;g__Nycticebus;s__Nycticebus_javanicus, confidences 1;1;0.84;0.18;0.06;0.06;0.06;0.04. No VSEARCH hits at 0.97 identity.
1587	asv.1587	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Scombriformes;f__Gempylidae;g__Rexea;s__Rexea_solandri, confidences 1;0.94;0.75;0.39;0.08;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
1588	asv.1588	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Stylommatophora;f__Bradybaenidae;g__Mandarina;s__Mandarina_hirasei, confidences 1;0.96;0.14;0.13;0.08;0.07;0.07;0.07. No VSEARCH hits at 0.97 identity.
1589	asv.1589	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Eulipotyphla;f__Soricidae;g__Suncus;s__Suncus_murinus, confidences 1;0.95;0.64;0.09;0.04;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
1590	asv.1590	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Trichonotidae;g__Trichonotus;s__Trichonotus_setiger, confidences 1;0.96;0.82;0.44;0.11;0.08;0.08;0.08. No VSEARCH hits at 0.97 identity.
1591	asv.1591	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Bovidae;g__Gazella;s__Gazella_dorcas, confidences 1;0.96;0.74;0.17;0.06;0.06;0.04;0.04. No VSEARCH hits at 0.97 identity.
1592	asv.1592	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Pomacentridae;g__Stegastes;s__Stegastes_rectifraenum, confidences 1;1;1;0.92;0.22;0.22;0.18;0.12. No VSEARCH hits at 0.97 identity.
1593	asv.1593	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Scombriformes;f__Bramidae;g__Eumegistus;s__Eumegistus_illustris, confidences 1;0.93;0.86;0.5;0.07;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
1594	asv.1594	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Scincidae;g__Lerista;s__Lerista_terdigitata, confidences 1;0.93;0.82;0.24;0.24;0.15;0.06;0.03. No VSEARCH hits at 0.97 identity.
1595	asv.1595	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Stylommatophora;f__Clausiliidae;g__Montenegrina;s__Montenegrina_minuscula, confidences 1;0.94;0.11;0.08;0.04;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
1596	asv.1596	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Eleotridae;g__Eleotris;s__Eleotris_amblyopsis, confidences 1;1;0.79;0.36;0.02;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.
1597	asv.1597	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Eleutherodactylidae;g__Eleutherodactylus;s__Eleutherodactylus_glanduliferoides, confidences 1;0.96;0.83;0.14;0.14;0.09;0.09;0.09. No VSEARCH hits at 0.97 identity.
1598	asv.1598	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Teiidae;g__Tupinambis;s__Tupinambis_teguixin, confidences 1;0.99;0.84;0.14;0.14;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
1599	asv.1599	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Stylommatophora;f__Bradybaenidae;g__Mandarina;s__Mandarina_hirasei, confidences 1;0.99;0.19;0.14;0.07;0.07;0.07;0.07. No VSEARCH hits at 0.97 identity.
1600	asv.1600	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Neogastropoda;f__Muricidae;g__Coralliophila;s__Coralliophila_trigoi, confidences 1;0.9;0.12;0.09;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
1601	asv.1601	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Anguilliformes;f__Nettastomatidae;g__Nettastoma;s__Nettastoma_parviceps, confidences 1;0.94;0.78;0.34;0.08;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.
1602	asv.1602	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Piciformes;f__Picidae;g__Campethera;s__Campethera_nivosa, confidences 1;0.95;0.67;0.05;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
1603	asv.1603	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Pulchrana;s__Pulchrana_signata, confidences 1;0.95;0.83;0.19;0.19;0.07;0.05;0.05. No VSEARCH hits at 0.97 identity.
1604	asv.1604	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Moschidae;g__Moschus;s__Moschus_berezovskii, confidences 1;0.96;0.82;0.16;0.04;0.04;0.04;0.03. No VSEARCH hits at 0.97 identity.
1605	asv.1605	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Anguilliformes;f__Serrivomeridae;g__Stemonidium;s__Stemonidium_hypomelas, confidences 1;0.94;0.88;0.51;0.07;0.07;0.07;0.07. No VSEARCH hits at 0.97 identity.
1606	asv.1606	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Characiformes;f__Prochilodontidae;g__Prochilodus;s__Prochilodus_lineatus, confidences 1;0.99;0.75;0.2;0.06;0.04;0.04;0.01. No VSEARCH hits at 0.97 identity.
1607	asv.1607	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Bryozoa;c__Stenolaemata;o__Tubuliporida;f__Tubuliporidae;g__Tubulipora;s__Tubulipora_lobifera, confidences 1;0.97;0.08;0.07;0.07;0.07;0.06;0.06. No VSEARCH hits at 0.97 identity.
1608	asv.1608	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Piciformes;f__Ramphastidae;g__Andigena;s__Andigena_cucullata, confidences 1;0.99;0.74;0.13;0.04;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
1609	asv.1609	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Phthiraptera;f__Philopteridae;g__Columbicola;s__Columbicola_macrourae, confidences 1;0.96;0.1;0.08;0.07;0.07;0.07;0.07. No VSEARCH hits at 0.97 identity.
1610	asv.1610	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Characiformes;f__Serrasalmidae;g__Piaractus;s__Piaractus_mesopotamicus, confidences 1;0.99;0.85;0.44;0.03;0.03;0.03;0.01. No VSEARCH hits at 0.97 identity.
1611	asv.1611	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cyprinodontiformes;f__Aplocheilidae;g__Aplocheilus;s__Aplocheilus_panchax, confidences 1;0.98;0.77;0.48;0.08;0.07;0.07;0.07. No VSEARCH hits at 0.97 identity.
1612	asv.1612	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Carnivora;f__Mustelidae;g__Mustela;s__Mustela_altaica, confidences 1;0.99;0.89;0.09;0.02;0.02;0.02;0. No VSEARCH hits at 0.97 identity.
1613	asv.1613	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales;f__Graphidaceae;g__Taitaia;s__Taitaia_aurea, confidences 1;0.04;0.04;0.04;0.04;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
1614	asv.1614	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Phthiraptera;f__Philopteridae;g__Columbicola;s__Columbicola_macrourae, confidences 1;0.91;0.12;0.12;0.1;0.1;0.1;0.1. No VSEARCH hits at 0.97 identity.
1615	asv.1615	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Cordylidae;g__Cordylus;s__Cordylus_vittifer, confidences 1;1;0.79;0.2;0.2;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.
1616	asv.1616	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Chiroptera;f__Pteropodidae;g__Lissonycteris;s__Lissonycteris_angolensis, confidences 1;0.92;0.88;0.16;0.1;0.08;0.03;0.03. No VSEARCH hits at 0.97 identity.
1617	asv.1617	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Eleotridae;g__Eleotris;s__Eleotris_amblyopsis, confidences 1;0.9;0.77;0.46;0.03;0;0;0. No VSEARCH hits at 0.97 identity.
1618	asv.1618	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cyprinodontiformes;f__Aplocheilidae;g__Aplocheilus;s__Aplocheilus_panchax, confidences 1;0.96;0.79;0.4;0.09;0.08;0.08;0.07. No VSEARCH hits at 0.97 identity.
1619	asv.1619	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Ciconiiformes;f__Ciconiidae;g__Ciconia;s__Ciconia_maguari, confidences 1;0.98;0.69;0.11;0.02;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.
1620	asv.1620	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Stylommatophora;f__Bradybaenidae;g__Mandarina;s__Mandarina_hirasei, confidences 1;0.93;0.07;0.07;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
1621	asv.1621	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Sinocrossocheilus;s__Sinocrossocheilus_bamaensis, confidences 1;0.9;0.78;0.39;0.03;0.02;0;0. No VSEARCH hits at 0.97 identity.
1622	asv.1622	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cyprinodontiformes;f__Aplocheilidae;g__Aplocheilus;s__Aplocheilus_panchax, confidences 1;0.96;0.81;0.4;0.06;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.
1623	asv.1623	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Anabantiformes;f__Osphronemidae;g__Macropodus;s__Macropodus_erythropterus, confidences 1;0.96;0.89;0.51;0.04;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
1624	asv.1624	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Cantharellaceae;g__Cantharellus;s__Cantharellus_alboroseus, confidences 1;0.11;0.07;0.07;0.07;0.07;0.07;0.07. No VSEARCH hits at 0.97 identity.
1625	asv.1625	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Chaetodontiformes;f__Leiognathidae;g__Nuchequula;s__Nuchequula_nuchalis, confidences 1;0.94;0.81;0.39;0.04;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
1626	asv.1626	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Moschidae;g__Moschus;s__Moschus_berezovskii, confidences 1;0.96;0.81;0.14;0.04;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
1627	asv.1627	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Scombriformes;f__Scombridae;g__Scomber;s__Scomber_scombrus, confidences 1;0.95;0.81;0.32;0.01;0.01;0;0. No VSEARCH hits at 0.97 identity.
1628	asv.1628	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Charadriiformes;f__Laridae;g__Chlidonias;s__Chlidonias_albostriatus, confidences 1;0.91;0.78;0.2;0.05;0.05;0.03;0.03. No VSEARCH hits at 0.97 identity.
1629	asv.1629	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Phthiraptera;f__Philopteridae;g__Columbicola;s__Columbicola_macrourae, confidences 1;0.97;0.09;0.09;0.09;0.08;0.08;0.08. No VSEARCH hits at 0.97 identity.
1630	asv.1630	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Phthiraptera;f__Philopteridae;g__Columbicola;s__Columbicola_macrourae, confidences 1;0.98;0.16;0.08;0.08;0.08;0.08;0.08. No VSEARCH hits at 0.97 identity.
1631	asv.1631	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Strabomantidae;g__Phrynopus;s__Phrynopus_horstpauli, confidences 1;0.99;0.84;0.18;0.18;0.08;0.07;0.04. No VSEARCH hits at 0.97 identity.
1632	asv.1632	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Eleotridae;g__Eleotris;s__Eleotris_amblyopsis, confidences 1;0.98;0.83;0.37;0.07;0.07;0.07;0.07. No VSEARCH hits at 0.97 identity.
1633	asv.1633	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__undef_Chordata;o__Testudines;f__Geoemydidae;g__Mauremys;s__Mauremys_nigricans, confidences 1;0.97;0.84;0.02;0.02;0.02;0.02;0.01. No VSEARCH hits at 0.97 identity.
1634	asv.1634	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Megophryidae;g__Megophrys;s__Megophrys_gigantica, confidences 1;1;0.9;0.29;0.29;0.13;0.13;0.13. No VSEARCH hits at 0.97 identity.
1635	asv.1635	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Stylommatophora;f__Bradybaenidae;g__Mandarina;s__Mandarina_hirasei, confidences 1;0.91;0.06;0.05;0.03;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
1636	asv.1636	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Synbranchiformes;f__Mastacembelidae;g__Mastacembelus;s__Mastacembelus_cunningtoni, confidences 1;0.96;0.62;0.3;0.04;0.04;0.04;0. No VSEARCH hits at 0.97 identity.
1637	asv.1637	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Malacostraca;o__Decapoda;f__Penaeidae;g__Trachysalambria;s__Trachysalambria_crosnieri, confidences 1;0.95;0.11;0.06;0.06;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.
1638	asv.1638	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Bovidae;g__Ovibos;s__Ovibos_moschatus, confidences 1;0.99;0.73;0.06;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
1639	asv.1639	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gekkonidae;g__Ebenavia;s__Ebenavia_maintimainty, confidences 1;1;0.9;0.17;0.17;0.1;0.09;0.09. No VSEARCH hits at 0.97 identity.
1640	asv.1640	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gerrhosauridae;g__Zonosaurus;s__Zonosaurus_karsteni, confidences 1;0.99;0.84;0.18;0.18;0.07;0.07;0.06. No VSEARCH hits at 0.97 identity.
1641	asv.1641	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Craugastoridae;g__Craugastor;s__Craugastor_crassidigitus, confidences 1;0.96;0.8;0.2;0.2;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
1642	asv.1642	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Stylommatophora;f__Bradybaenidae;g__Mandarina;s__Mandarina_hirasei, confidences 1;0.99;0.17;0.13;0.05;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.
1643	asv.1643	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Bagridae;g__Mystus;s__Mystus_cavasius, confidences 1;0.95;0.83;0.39;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
1644	asv.1644	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Scincidae;g__Trachylepis;s__Trachylepis_punctatissima, confidences 1;1;0.76;0.2;0.2;0.05;0.02;0.01. No VSEARCH hits at 0.97 identity.
1645	asv.1645	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Stylommatophora;f__Bradybaenidae;g__Mandarina;s__Mandarina_hirasei, confidences 1;0.97;0.18;0.13;0.09;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
1646	asv.1646	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Moschidae;g__Moschus;s__Moschus_berezovskii, confidences 1;0.94;0.72;0.13;0.05;0.05;0.05;0.04. No VSEARCH hits at 0.97 identity.
1647	asv.1647	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Carnivora;f__Mustelidae;g__Mustela;s__Mustela_altaica, confidences 1;1;0.92;0.09;0.02;0.02;0.02;0.01. No VSEARCH hits at 0.97 identity.
1648	asv.1648	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Ciconiiformes;f__Ciconiidae;g__Ciconia;s__Ciconia_maguari, confidences 1;0.99;0.75;0.17;0.02;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.
1649	asv.1649	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Moschidae;g__Moschus;s__Moschus_berezovskii, confidences 1;0.99;0.74;0.22;0.04;0;0;0. No VSEARCH hits at 0.97 identity.
1650	asv.1650	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Chiroptera;f__Pteropodidae;g__Lissonycteris;s__Lissonycteris_angolensis, confidences 1;0.95;0.91;0.16;0.1;0.08;0.03;0.03. No VSEARCH hits at 0.97 identity.
1651	asv.1651	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Malacostraca;o__Decapoda;f__Pandalidae;g__Plesionika;s__Plesionika_scopifera, confidences 1;0.91;0.14;0.13;0.13;0.11;0.08;0.08. No VSEARCH hits at 0.97 identity.
1652	asv.1652	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Sinipercidae;g__Siniperca;s__Siniperca_roulei, confidences 1;0.97;0.64;0.31;0.04;0;0;0. No VSEARCH hits at 0.97 identity.
